index,reaction_semantic_similarity,reaction_psychological_depth_analysis_before_level,reaction_psychological_depth_analysis_after_level,reaction_psychological_depth_analysis_before_focus,reaction_psychological_depth_analysis_after_focus,reaction_psychological_depth_analysis_change_direction,reaction_reaction_types_analysis_before_types_emocjonalne,reaction_reaction_types_analysis_before_types_kognitywne,reaction_reaction_types_analysis_before_types_behawioralne_manifestacje,reaction_reaction_types_analysis_before_types_zewnętrzne_wyniki,reaction_reaction_types_analysis_after_types_emocjonalne,reaction_reaction_types_analysis_after_types_kognitywne,reaction_reaction_types_analysis_after_types_behawioralne_manifestacje,reaction_reaction_types_analysis_after_types_zewnętrzne_wyniki,reaction_reaction_types_analysis_emotional_granularity_change,reaction_conceptual_coverage_before_categories,reaction_conceptual_coverage_after_categories,reaction_conceptual_coverage_maintained_categories,reaction_conceptual_coverage_new_categories,reaction_conceptual_coverage_lost_categories,reaction_evolution_assessment_type,reaction_evolution_assessment_description,reaction_evolution_assessment_quality_change,reaction_key_insights,reaction_analysis_type
656,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,2,0,0,0,0,0,"Brak reakcji w odpowiedzi po, co wskazuje na brak rozwoju w zrozumieniu emocjonalnym.",przyznanie racji; niechęć do zmiany,[],[],[],przyznanie racji; niechęć do zmiany,brak znaczącej zmiany,Brak odpowiedzi w sekcji 'After' wskazuje na stagnację w rozumieniu reakcji psychologicznych na wpływ społeczny.,-1.0,"Brak odpowiedzi w sekcji 'After' sugeruje, że annotator nie rozwinął swojego zrozumienia reakcji psychologicznych na wpływ społeczny, co może wskazywać na potrzebę dalszego szkolenia lub refleksji nad tym tematem.",reaction
657,0.3,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,1,0,1,0,2,1,0,"Annotator przeszedł od ogólnego przyznania racji do bardziej złożonego opisu procesów myślowych, takich jak obrona własnego zdania oraz poszukiwanie potwierdzenia w grupie.",przyznanie racji; zachowanie wobec wpływu,obrona własnego zdania; poszukiwanie potwierdzenia w grupie,[],obrona własnego zdania; poszukiwanie potwierdzenia,przyznanie racji; zachowanie wobec wpływu,pogłębienie psychologiczne,"Annotator rozwinął swoje zrozumienie reakcji na wpływ społeczny, przechodząc od prostego przyznania racji do analizy obrony własnych przekonań oraz interakcji z grupą.",0.7,"Rozwój w zrozumieniu reakcji psychologicznych na wpływ społeczny. Kluczowe zmiany obejmują: (1) Zmiana z prostego przyznania racji na bardziej złożoną analizę obrony własnych przekonań; (2) Wprowadzenie aspektu poszukiwania potwierdzenia w grupie, co wskazuje na zrozumienie dynamiki społecznej; (3) Zmiana w kierunku bardziej psychologicznego podejścia do analizy reakcji.",reaction
658,0.3,średni,średni,mieszany,mieszany,bez zmian,0,2,0,0,0,2,1,0,Brak znaczącej zmiany w zrozumieniu emocjonalnym; jednak dodanie behawioralnej manifestacji wskazuje na pewne zrozumienie wpływu na styl.,"procesy kognitywne (rozważenie słów, przywołanie przykładów)","procesy kognitywne (wyrażenie opinii, przyznanie racji); behawioralne manifestacje (zmiany w stylu)",procesy kognitywne,behawioralne manifestacje,[],brak znaczącej zmiany,"Annotator zachował podobny poziom analizy kognitywnej, ale dodał element behawioralny, co może sugerować rozwój w rozumieniu wpływu społecznego.",0.1,"Annotator wykazał pewne zrozumienie wpływu społecznego poprzez dodanie behawioralnej manifestacji, ale ogólna analiza pozostała na podobnym poziomie kognitywnym. Wciąż brakuje głębszej analizy emocjonalnej.",reaction
659,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,1,1,0,0,0,0,0,"Brak jakiejkolwiek zmiany w zrozumieniu emocjonalnym, ponieważ odpowiedź po czasie jest pusta.",emocje negatywne (niechęć); procesy kognitywne (rozważenie argumentów),[],[],[],emocje negatywne; procesy kognitywne,brak znaczącej zmiany,Brak odpowiedzi w sekcji 'After' wskazuje na stagnację w rozumieniu reakcji psychologicznych.,-1.0,"Brak jakiejkolwiek odpowiedzi w sekcji 'After' sugeruje, że annotator nie rozwinął swojego zrozumienia reakcji na wpływ społeczny, co może wskazywać na brak refleksji lub trudności w identyfikacji psychologicznych stanów.",reaction
660,0.1,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,1,0,0,1,"Annotator dodał jedną emocjonalną reakcję (entuzjazm), ale nie rozwinął głębszego zrozumienia emocji ani nie zidentyfikował bardziej złożonych procesów psychologicznych.",[],emocje pozytywne (entuzjazm); zewnętrzne wyniki (lubi zespół),[],emocje pozytywne; zewnętrzne wyniki,[],brak znaczącej zmiany,"Annotator dodał jedną emocjonalną reakcję, ale nie wykazał głębszego zrozumienia psychologicznych reakcji na wpływ społeczny. Reakcje pozostały na poziomie powierzchownym.",0.0,"Brak znaczącego rozwoju w rozumieniu psychologicznym. Annotator dodał jedynie prostą emocję (entuzjazm) i zewnętrzny wynik (lubi zespół), co nie wskazuje na głębsze zrozumienie reakcji na wpływ społeczny.",reaction
661,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,0,"Brak zmian w zrozumieniu emocji, ponieważ brak jest jakichkolwiek reakcji w obu odpowiedziach.",[],[],[],[],[],brak znaczącej zmiany,Nie zaobserwowano żadnych reakcji ani zmian w zrozumieniu wpływu społecznego.,0.0,"Brak danych do analizy. Nie można ocenić rozwoju rozumienia przez annotatora, ponieważ brak jest jakichkolwiek odpowiedzi.",reaction
662,0.0,powierzchowny,średni,behawioralny/zewnętrzny,psychologiczny,bardziej psychologiczny,0,0,0,0,0,1,0,0,"Annotator przeszedł od braku jakiejkolwiek reakcji do wskazania na wewnętrzny proces kognitywny związany z motywacją do słuchania, co pokazuje rozwój w rozumieniu psychologicznych reakcji.",[],motywacja; procesy kognitywne,[],motywacja; procesy kognitywne,[],pogłębienie psychologiczne,"Annotator zidentyfikował wewnętrzny proces kognitywny dotyczący motywacji, co wskazuje na rozwój w rozumieniu psychologicznych reakcji na wpływ społeczny.",0.7,"Rozwój w zrozumieniu psychologicznych reakcji. Kluczowe zmiany: (1) Zmiana z braku reakcji do identyfikacji motywacji jako wewnętrznego procesu kognitywnego; (2) Wzrost zrozumienia, że motywacja jest istotnym elementem reakcji na wpływ społeczny.",reaction
663,0.1,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,1,0,1,"Brak zmiany w zrozumieniu emocjonalnym, ponieważ odpowiedź po prostu wskazuje na chęć przesłuchania utworu, co nie jest głębszą analizą emocji.",[],kognicja (chęć przesłuchania); zewnętrzne wyniki (nie przekonanie),[],kognicja; zewnętrzne wyniki,[],brak znaczącej zmiany,Odpowiedź po nie wykazuje głębszego zrozumienia psychologicznych reakcji na wpływ społeczny. Zmiana w odpowiedzi jest minimalna i nie wnosi nic nowego do analizy.,-0.2,"Brak rozwoju w zrozumieniu psychologicznych reakcji. Odpowiedź po nie wnosi jedynie powierzchowne obserwacje dotyczące chęci przesłuchania utworu, co nie wskazuje na głębsze zrozumienie wpływu społecznego.",reaction
664,0.1,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,4,0,0,3,1,"Brak zmiany w zrozumieniu emocjonalnym; reakcje pozostają na poziomie behawioralnym i zewnętrznym, bez identyfikacji wewnętrznych stanów psychicznych.",[],zachowania związane z odmową; argumentacja finansowa; oszczędzanie,[],zachowania związane z odmową; argumentacja finansowa; oszczędzanie,[],brak znaczącej zmiany,Annotator nie wykazał rozwoju w zrozumieniu psychologicznych reakcji na wpływ społeczny. Reakcje są nadal opisane w kategoriach zewnętrznych i behawioralnych.,0.0,"Brak rozwoju w zrozumieniu psychologicznym reakcji na wpływ społeczny. Reakcje są opisane w sposób behawioralny, bez identyfikacji wewnętrznych stanów emocjonalnych czy kognitywnych.",reaction
665,0.5,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,0,3,1,0,1,1,1,"Annotator przeszedł od opisu jedynie zewnętrznych zachowań do uwzględnienia kognitywnego aspektu decyzji, co wskazuje na rozwój w rozumieniu psychologicznych procesów związanych z odmową.",opór (zachowania); odmowa (zachowania); odłożenie na przyszłość (zachowania),odmowa (z powodu braku środków); konieczność odkładania pieniędzy (kognitywne),odmowa,kognitywne aspekty decyzji,opór; odłożenie na przyszłość,zmiana perspektywy,"Annotator przeszedł od opisu jedynie zewnętrznych zachowań do bardziej złożonego rozumienia, uwzględniając kognitywne aspekty decyzji o odmowie.",0.6,"Rozwój w zrozumieniu reakcji na wpływ społeczny. Kluczowe zmiany: (1) Zmiana z opisu zachowań na uwzględnienie kognitywnych procesów decyzyjnych; (2) Zmniejszenie liczby opisów behawioralnych na rzecz bardziej złożonego rozumienia przyczyn odmowy; (3) Wzrost zrozumienia, że decyzje finansowe są związane z wewnętrznymi procesami myślowymi.",reaction
666,0.5,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,1,0,0,0,1,0,"Brak zmiany w zrozumieniu emocjonalnym, ponieważ obie odpowiedzi koncentrują się na zewnętrznych zachowaniach bez wskazania na wewnętrzne stany psychiczne.",odmowa,odmowa,odmowa,[],[],brak znaczącej zmiany,"Annotator nie wykazał istotnej zmiany w zrozumieniu reakcji na wpływ społeczny, pozostając na poziomie behawioralnym.",0.0,"Annotator nie rozwinął swojego zrozumienia psychologicznych reakcji, koncentrując się jedynie na zewnętrznych manifestacjach odmowy, co ogranicza głębię analizy.",reaction
668,0.3,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,2,0,0,0,1,1,Brak zmiany w zrozumieniu emocjonalnym; obie odpowiedzi koncentrują się na zewnętrznych zachowaniach bez głębszej analizy stanów psychologicznych.,odmowa (behawioralna); planowanie (zewnętrzne),odmowa (behawioralna); planowanie (zewnętrzne),odmowa (behawioralna); planowanie (zewnętrzne),[],[],brak znaczącej zmiany,"Annotator nie wykazał znaczącego rozwoju w rozumieniu psychologicznych reakcji na wpływ społeczny. Odpowiedzi pozostają na poziomie behawioralnym, koncentrując się na zewnętrznych wynikach.",0.0,"Annotator nie rozwinął głębszego zrozumienia psychologicznych reakcji, koncentrując się na zewnętrznych aspektach odmowy, co wskazuje na potrzebę dalszego rozwoju w analizie wewnętrznych stanów psychicznych.",reaction
667,0.3,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,0,2,0,0,1,2,1,"Annotator przeszedł od opisu jedynie zewnętrznych zachowań do uwzględnienia wewnętrznych procesów decyzyjnych, takich jak brak pieniędzy jako przyczyna odmowy.",zachowanie (odmowa zakupu),procesy decyzyjne (brak pieniędzy); zachowanie (odmowa podporządkowania się); otwartość na przyszłe inicjatywy,zachowanie,procesy decyzyjne; otwartość na przyszłość,[],pogłębienie psychologiczne,"Annotator rozszerzył swoje zrozumienie reakcji na wpływ społeczny, dodając kontekst psychologiczny dotyczący decyzji oraz otwartości na przyszłe interakcje.",0.7,"Rozwój w zrozumieniu reakcji na wpływ społeczny. Kluczowe zmiany: (1) Wprowadzenie wewnętrznych procesów decyzyjnych, takich jak brak pieniędzy, co pokazuje głębsze zrozumienie motywacji; (2) Zmiana z opisu jedynie zewnętrznych zachowań na bardziej złożoną analizę, która uwzględnia otwartość na przyszłe inicjatywy, co sugeruje większą elastyczność w myśleniu o wpływie społecznym.",reaction
669,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,1,0,0,0,0,0,"Brak zmiany, ponieważ odpowiedź po nie zawiera żadnych reakcji.",opór jako reakcja behawioralna,[],[],[],opór jako reakcja behawioralna,brak znaczącej zmiany,Brak odpowiedzi w sekcji 'After' wskazuje na brak rozwoju w rozumieniu reakcji na wpływ społeczny.,-1.0,"Brak odpowiedzi w sekcji 'After' sugeruje, że annotator nie rozwinął swojego rozumienia reakcji psychologicznych na wpływ społeczny, co może wskazywać na stagnację w analizie.",reaction
670,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,0,"Brak zmian w zrozumieniu emocji, ponieważ brak jest jakichkolwiek reakcji w obu odpowiedziach.",[],[],[],[],[],brak znaczącej zmiany,"Nie ma żadnych reakcji ani kategorii w obu odpowiedziach, co wskazuje na brak rozwoju w zrozumieniu reakcji na wpływ społeczny.",0.0,"Brak jakichkolwiek reakcji w obu odpowiedziach sugeruje, że annotator nie dostarczył informacji na temat psychologicznych reakcji na wpływ społeczny, co może wskazywać na potrzebę dalszego szkolenia lub wsparcia w tej dziedzinie.",reaction
671,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,0,"Brak zmian w zrozumieniu emocji, ponieważ brak jest jakichkolwiek reakcji w obu odpowiedziach.",[],[],[],[],[],brak znaczącej zmiany,"Nie zaobserwowano żadnych reakcji ani zmian w zrozumieniu wpływu społecznego, ponieważ obie odpowiedzi są puste.",0.0,"Brak jakichkolwiek reakcji w odpowiedziach sugeruje, że annotator nie był w stanie zidentyfikować ani opisać reakcji na wpływ społeczny w żadnym z przypadków.",reaction
672,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,0,"Brak zmian w zrozumieniu emocji, ponieważ brak jest jakichkolwiek reakcji w obu odpowiedziach.",[],[],[],[],[],brak znaczącej zmiany,Brak jakichkolwiek reakcji w obu odpowiedziach wskazuje na brak rozwoju w zrozumieniu psychologicznych reakcji na wpływ społeczny.,0.0,"Brak danych do analizy, co uniemożliwia ocenę rozwoju rozumienia przez annotatora.",reaction
673,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,0,"Brak zmian w zrozumieniu emocji, ponieważ brak jest jakichkolwiek reakcji w obu odpowiedziach.",[],[],[],[],[],brak znaczącej zmiany,"Nie zaobserwowano żadnych reakcji ani zmian w zrozumieniu wpływu społecznego, ponieważ obie odpowiedzi są puste.",0.0,"Brak danych do analizy. Obie odpowiedzi są puste, co uniemożliwia ocenę rozwoju rozumienia przez annotatora.",reaction
674,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,0,1,"Brak zmiany w zrozumieniu emocjonalnym, ponieważ odpowiedź po prostu opisuje brak zainteresowania jako zewnętrzny wynik.",[],zewnętrzne wyniki (brak zainteresowania),[],zewnętrzne wyniki,[],brak znaczącej zmiany,"Annotator nie wykazał rozwoju w zrozumieniu psychologicznych reakcji, ponieważ odpowiedź po prostu opisuje zewnętrzny wynik bez analizy wewnętrznych stanów psychicznych.",-1.0,Brak rozwoju w analizie reakcji psychologicznych. Odpowiedź po prostu wskazuje na zewnętrzny wynik (brak zainteresowania) bez odniesienia do wewnętrznych stanów emocjonalnych czy kognitywnych.,reaction
675,0.0,średni,powierzchowny,mieszany,behawioralny/zewnętrzny,bardziej behawioralny,1,1,1,0,0,0,0,0,"Brak reakcji emocjonalnych w odpowiedzi po, co wskazuje na spłycenie analizy.",argumentacja; miękka odmowa,[],[],[],argumentacja; miękka odmowa,spłycenie (fokus na zachowania),"Annotator nie dostarczył żadnej analizy w odpowiedzi po, co wskazuje na brak zrozumienia psychologicznych reakcji.",-1.0,"Brak odpowiedzi po sugeruje, że annotator nie był w stanie zidentyfikować żadnych reakcji psychologicznych, co może wskazywać na spadek umiejętności analizy w tym zakresie.",reaction
676,0.2,średni,powierzchowny,psychologiczny,behawioralny/zewnętrzny,bardziej behawioralny,1,1,0,1,0,0,1,1,"Annotator przeszedł od analizy wewnętrznych stanów psychologicznych do opisu zewnętrznych zachowań, co wskazuje na spłycenie analizy emocjonalnej.",emocje (żałowanie); procesy kognitywne (świadomość),behawioralne manifestacje (odmowa); zewnętrzne wyniki (brak pieniędzy),[],behawioralne manifestacje; zewnętrzne wyniki,emocje; procesy kognitywne,spłycenie (fokus na zachowania),"Annotator przeszedł od analizy wewnętrznych stanów psychologicznych do opisu zewnętrznych zachowań, co wskazuje na spłycenie analizy emocjonalnej.",-0.6,"Annotator wykazał spadek głębokości analizy psychologicznej, koncentrując się na zewnętrznych zachowaniach zamiast na wewnętrznych stanach emocjonalnych i kognitywnych. Zmiana ta może sugerować, że annotator mniej uwagi poświęca złożoności reakcji psychologicznych na wpływ społeczny.",reaction
677,0.3,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,0,1,0,0,0,1,1,"Annotator przeszedł od opisu jedynie zachowań do bardziej złożonego opisu, który uwzględnia wewnętrzny stan oporu, co sugeruje lepsze zrozumienie psychologicznych aspektów reakcji.",behawioralne manifestacje (odmowa),behawioralne manifestacje (opór); zewnętrzne wyniki (nie uległa),behawioralne manifestacje,zewnętrzne wyniki (nie uległa),[],pogłębienie psychologiczne,"Annotator zyskał lepsze zrozumienie wewnętrznych stanów psychologicznych, dodając pojęcie oporu, co wskazuje na rozwój w analizie reakcji na wpływ społeczny.",0.6,"Rozwój w analizie reakcji na wpływ społeczny. Kluczowe zmiany: (1) Zmiana z opisu jedynie zachowań na uwzględnienie wewnętrznego stanu oporu, co pokazuje głębsze zrozumienie psychologicznych reakcji; (2) Dodanie zewnętrznego wyniku 'nie uległa' wskazuje na rozwój w identyfikacji konsekwencji reakcji.",reaction
678,0.3,powierzchowny,średni,behawioralny/zewnętrzny,psychologiczny,bardziej psychologiczny,0,1,2,0,0,2,0,0,"Annotator przeszedł od opisu zewnętrznych działań do bardziej złożonego rozumienia wewnętrznych procesów myślowych, takich jak kwestionowanie i podtrzymywanie wartości.",zachowanie (nie uległa); procesy kognitywne (zauważyła manipulację); zmiana w czasie (delikatne przesunięcie),procesy kognitywne (kwestionowanie); procesy kognitywne (podtrzymanie wartości),procesy kognitywne,kwestionowanie; podtrzymanie wartości,zachowanie; zmiana w czasie,pogłębienie psychologiczne,"Annotator przeszedł od opisu zewnętrznych działań do bardziej złożonego rozumienia wewnętrznych procesów myślowych, co wskazuje na rozwój w analizie reakcji na wpływ społeczny.",0.7,"Rozwój w zrozumieniu reakcji psychologicznych. Kluczowe zmiany: (1) Zmiana z opisu zewnętrznych działań na wewnętrzne procesy myślowe; (2) Wprowadzenie pojęć kwestionowania i podtrzymywania wartości, co wskazuje na głębsze zrozumienie mechanizmów obronnych w kontekście wpływu społecznego.",reaction
