index,intention_semantic_similarity,intention_conceptual_depth_analysis_before_level,intention_conceptual_depth_analysis_after_level,intention_conceptual_depth_analysis_before_focus,intention_conceptual_depth_analysis_after_focus,intention_conceptual_depth_analysis_change_direction,intention_conceptual_coverage_before_categories,intention_conceptual_coverage_after_categories,intention_conceptual_coverage_maintained_categories,intention_conceptual_coverage_new_categories,intention_conceptual_coverage_lost_categories,intention_evolution_assessment_type,intention_evolution_assessment_description,intention_evolution_assessment_quality_change,intention_key_insights,intention_analysis_type
621,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,udział w projekcie,nakłonienie do działania; budowanie wspólnoty,[],nakłonienie do działania; budowanie wspólnoty,udział w projekcie,pogłębienie koncepcyjne,Annotator przeszedł od opisu konkretnego działania (udział w projekcie) do identyfikacji intencji związanych z nakłanianiem i budowaniem wspólnoty. Wskazuje na rozwój w rozumieniu celów społecznych.,0.7,"Rozwój w zrozumieniu intencji - annotator przeszedł od opisu konkretnego działania do bardziej złożonych celów, takich jak nakłanianie do działania i budowanie poczucia wspólnoty. To wskazuje na lepsze zrozumienie psychologicznych aspektów wpływu społecznego.",intention
622,0.5,średni,głęboki,mieszany,koncepcyjny,bardziej koncepcyjny,promocja szkoły; budowanie wspólnoty; pozytywny wizerunek,wzmocnienie wspólnoty; ważność uczniów,budowanie wspólnoty,ważność uczniów,promocja szkoły; pozytywny wizerunek,pogłębienie koncepcyjne,Annotator przeszedł od bardziej powierzchownych intencji związanych z promocją szkoły do głębszego zrozumienia znaczenia wspólnoty i indywidualnej wartości uczniów.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator skupił się na emocjonalnych i psychologicznych aspektach wpływu, takich jak poczucie wspólnoty i ważność jednostki, co wskazuje na głębsze zrozumienie celów społecznych.",intention
623,0.5,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,zaangażowanie uczniów; klimat szkolny,budowanie wspólnoty; aktywne uczestnictwo,[],budowanie wspólnoty; aktywne uczestnictwo,zaangażowanie uczniów; klimat szkolny,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnych działań (zaangażowanie uczniów, klimat) do identyfikacji głębszych intencji związanych z budowaniem wspólnoty i zachęcaniem do aktywności. Wskazuje na zrozumienie psychologicznych aspektów wpływu.",0.7,"Wyraźny rozwój w rozumieniu intencji - annotator teraz dostrzega nie tylko konkretne działania, ale także ich głębsze cele, takie jak budowanie wspólnoty i zachęcanie do aktywności. To pokazuje większą dojrzałość w analizie intencji społecznych.",intention
624,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zaangażowanie w projekt,zachęta do zapoznania się z produktem; generowanie zaangażowania; uzyskanie opinii,[],zachęta do zapoznania się z produktem; generowanie zaangażowania; uzyskanie opinii,zaangażowanie w projekt,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnego celu skłonienia do udziału w projekcie do bardziej szczegółowych działań związanych z produktem, tracąc z oczu szersze intencje.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast identyfikować ogólny cel zaangażowania w projekt, annotator skupił się na konkretnych działaniach związanych z produktem, co ogranicza zrozumienie głębszych motywacji.",intention
625,0.5,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,prezentacja produktu; zainteresowanie; zaangażowanie,reguła wzajemności; promocje; skłonienie do zakupu,[],reguła wzajemności; promocje,prezentacja produktu; zainteresowanie; zaangażowanie,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnych działań do zrozumienia psychologicznych mechanizmów wpływu, takich jak reguła wzajemności. Wskazuje na bardziej złożone cele związane z zachowaniem odbiorcy.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od powierzchownych opisów działań do analizy psychologicznych mechanizmów, co wskazuje na głębsze zrozumienie wpływu i perswazji.",intention
627,0.2,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zachęcanie do działania; promocja produktu; pozyskiwanie klientów; opinie użytkowników,zakup produktu,[],zakup produktu,zachęcanie do działania; promocja produktu; pozyskiwanie klientów; opinie użytkowników,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania różnych intencji związanych z promocją i zachęcaniem do działania do jednego, konkretnego celu zakupu. Stracił szerszą perspektywę na intencje wywierania wpływu.",-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na jednym, konkretnym działaniu (zakup), co ogranicza zrozumienie szerszych intencji i celów związanych z wpływem na odbiorcę.",intention
626,0.5,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,promocja produktu; budowanie wizerunku marki,nakłanianie do zakupu; opinia o produkcie,[],nakłanianie do zakupu; opinia o produkcie,promocja produktu; budowanie wizerunku marki,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania szerszych celów związanych z promocją i wizerunkiem marki do bardziej szczegółowego opisu działań nakłaniających do zakupu i wystawienia opinii. Stracił fokus na głębsze intencje.,-0.5,"Zmiana w kierunku bardziej szczegółowego opisu działań, ale z utratą szerszego kontekstu intencji. Annotator skupił się na konkretnych działaniach, co ogranicza zrozumienie psychologicznych i marketingowych mechanizmów wpływu.",intention
628,0.2,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zakup produktu,promocja produktu,[],promocja produktu,zakup produktu,brak znaczącej zmiany,"Annotator przeszedł od opisu konkretnego działania (zakup) do innego konkretnego działania (promocja), ale nie rozwinął głębszego zrozumienia intencji.",0.0,"Brak znaczącej zmiany w rozumieniu intencji. Odpowiedzi pozostają na poziomie konkretnych działań, bez analizy psychologicznych lub społecznych motywacji stojących za tymi działaniami.",intention
629,0.4,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,zachęta do zakupu; oferty promocyjne,zarządzanie finansami; przeznaczenie funduszy; wsparcie rodzinne,[],zarządzanie finansami; przeznaczenie funduszy; wsparcie rodzinne,zachęta do zakupu; oferty promocyjne,pogłębienie koncepcyjne,Annotator przeszedł od konkretnej intencji związanej z zakupem do bardziej złożonych celów dotyczących zarządzania finansami i wsparcia bliskich. Wskazuje na zrozumienie psychologicznych aspektów wpływu na decyzje finansowe.,0.7,Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od prostego zachęcania do zakupu do zrozumienia głębszych motywacji związanych z zarządzaniem finansami i wsparciem rodziny. To pokazuje większą wrażliwość na kontekst emocjonalny i społeczny decyzji finansowych.,intention
630,0.4,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zmiana zachowań finansowych; oszczędzanie; wsparcie finansowe,oszczędzanie; zakupy; wydatki,oszczędzanie,zakupy; wydatki,zmiana zachowań finansowych; wsparcie finansowe,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania głębszych intencji związanych z zarządzaniem finansami do opisywania konkretnych działań syna, co ogranicza zrozumienie szerszych celów.",-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnych działaniach syna, a nie na intencjach matki. Brakuje zrozumienia psychologicznych i społecznych aspektów wpływu na decyzje finansowe.",intention
631,0.2,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,oszczędność; przemyślane zakupy; potrzeby,wzbudzenie emocji; nakłonienie do działania; finanse domowe,[],wzbudzenie emocji; nakłonienie do działania; finanse domowe,oszczędność; przemyślane zakupy; potrzeby,pogłębienie koncepcyjne,Annotator przeszedł od identyfikacji powierzchownych celów związanych z oszczędnością do zrozumienia głębszych mechanizmów wpływu emocjonalnego i nakłaniania do działania.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od prostych, konkretnych celów związanych z oszczędnością do bardziej złożonych i psychologicznych mechanizmów wpływu, takich jak wzbudzanie emocji i nakłanianie do działania.",intention
632,0.5,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,kontrola wydatków; przekierowanie funduszy; wpływ na decyzje finansowe,edukacja finansowa; empatia; psychologia emocji,[],edukacja finansowa; empatia; psychologia emocji,kontrola wydatków; przekierowanie funduszy; wpływ na decyzje finansowe,pogłębienie koncepcyjne,Annotator przeszedł od opisywania konkretnych działań związanych z kontrolą wydatków do identyfikacji głębszych intencji edukacyjnych i emocjonalnych. Zrozumienie intencji wywierania wpływu stało się bardziej złożone i wielowymiarowe.,0.7,Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od powierzchownych celów związanych z kontrolą wydatków do bardziej złożonych mechanizmów psychologicznych i edukacyjnych. Zmiana w podejściu wskazuje na lepsze zrozumienie wpływu emocji i empatii w procesie wywierania wpływu.,intention
633,0.4,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,wzbudzanie empatii; zmiana perspektywy,zarządzanie finansami; refleksja; ograniczenie wydatków,[],zarządzanie finansami; refleksja; ograniczenie wydatków,wzbudzanie empatii; zmiana perspektywy,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikacji głębszych intencji związanych z empatią i zmianą perspektywy do opisywania konkretnych działań związanych z zarządzaniem finansami. Stracił fokus na psychologiczne aspekty wpływu.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnych działaniach związanych z finansami, ale nie uwzględnia głębszych motywacji, takich jak empatia czy zmiana perspektywy. Brakuje zrozumienia psychologicznych mechanizmów wpływu.",intention
634,0.4,średni,głęboki,koncepcyjny,koncepcyjny,bardziej koncepcyjny,refleksja nad decyzjami finansowymi,zmiana nawyków; autorytet; zdrowie,[],zmiana nawyków; autorytet; zdrowie,refleksja nad decyzjami finansowymi,pogłębienie koncepcyjne,"Annotator przeszedł od jednego, konkretnego celu dotyczącego finansów do bardziej złożonego zrozumienia intencji związanych z wpływem na nawyki zdrowotne i wykorzystaniem autorytetu.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko konkretne cele, ale także psychologiczne mechanizmy wpływu, takie jak autorytet, co wskazuje na głębsze zrozumienie dynamiki perswazji.",intention
635,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,przekonywanie; zdrowie,zdrowie; relacje rodzicielskie; wzmacnianie wizerunku społecznego,zdrowie,relacje rodzicielskie; wzmacnianie wizerunku społecznego,przekonywanie,pogłębienie koncepcyjne,Annotator przeszedł od konkretnego celu (przekonanie do soczewek) do szerszego zrozumienia intencji związanych z dbaniem o zdrowie i relacjami rodzicielskimi. Zidentyfikował także społeczne aspekty wpływu.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko konkretne działania, ale także szersze cele związane z relacjami i zdrowiem. To pokazuje głębsze zrozumienie psychologicznych i społecznych aspektów wpływu.",intention
636,0.5,średni,średni,koncepcyjny,mieszany,bez zmian,zdrowie; moda,zdrowie; przekonanie,zdrowie,przekonanie,moda,przeformułowanie,Annotator przeszedł od ogólnego dbania o zdrowie i mody do bardziej szczegółowego opisu intencji związanych z przekonywaniem do konkretnego działania (korzystanie z soczewek).,0.3,"Annotator zyskał na precyzji w opisie intencji, koncentrując się na przekonywaniu do konkretnego działania, co wskazuje na rozwój w rozumieniu celów wpływu, mimo że nie doszło do znacznej zmiany w głębokości koncepcyjnej.",intention
637,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zdrowie,zdrowie; wypróbowanie produktu,zdrowie,wypróbowanie produktu,[],brak znaczącej zmiany,Annotator nie wykazał znaczącej zmiany w głębokości analizy intencji. Obie odpowiedzi koncentrują się na konkretnych działaniach związanych ze zdrowiem dziecka.,0.0,"Brak istotnego rozwoju w rozumieniu intencji. Odpowiedzi pozostają na poziomie konkretnych działań, bez głębszej analizy psychologicznych motywacji czy celów.",intention
638,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,brak wyraźnych intencji,perswazja; zmiana nawyków; zdrowie,[],perswazja; zmiana nawyków; zdrowie,brak wyraźnych intencji,pogłębienie koncepcyjne,"Annotator przeszedł od ogólnej, powierzchownej oceny dialogu do identyfikacji konkretnych intencji perswazyjnych, co wskazuje na rozwój w rozumieniu celów wywierania wpływu.",0.7,"Wyraźny rozwój w zrozumieniu intencji wywierania wpływu. Annotator przeszedł od braku konkretnej analizy do identyfikacji różnych celów, takich jak perswazja i zmiana nawyków, co pokazuje głębsze zrozumienie mechanizmów wpływu.",intention
639,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zdrowie; ważne aspekty życia,konformizm; zakupy,[],konformizm; zakupy,zdrowie; ważne aspekty życia,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania głębszych intencji związanych ze zdrowiem i życiem do opisywania konkretnego działania dotyczącego konformizmu w zakupach. Stracił fokus na szersze cele i intencje.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnym działaniu (zakupy) i nie uwzględnia głębszych, bardziej abstrakcyjnych celów związanych z wpływem na zdrowie i życie. Brakuje zrozumienia psychologicznych aspektów wpływu.",intention
640,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,wyrażenie wątpliwości,zakup ubrań; popularyzacja opinii,[],zakup ubrań; popularyzacja opinii,wyrażenie wątpliwości,brak znaczącej zmiany,"Annotator przeszedł od opisu wątpliwości dotyczących ubioru do bardziej konkretnych działań związanych z zakupem i popularyzacją opinii, ale nie zyskał głębszego zrozumienia intencji.",0.0,"Brak istotnego rozwoju w zrozumieniu intencji. Odpowiedź 'After' koncentruje się na konkretnych działaniach (zakup, popularyzacja), ale nie identyfikuje głębszych motywacji czy psychologicznych mechanizmów wpływu.",intention
641,0.4,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,przekonanie do działania; chęć sprzedaży; budowanie pozycji społecznej; upowszechnianie opinii,przekonanie do zakupu; zniechęcenie do zakupu,przekonanie do działania,[],chęć sprzedaży; budowanie pozycji społecznej; upowszechnianie opinii,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od analizy głębszych intencji związanych z pozycjonowaniem społecznym i opiniami do bardziej powierzchownego opisu działań związanych z zakupem.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnych działaniach (zakupy), tracąc z oczu szersze intencje i psychologiczne mechanizmy wpływu, takie jak chęć podwyższenia statusu społecznego czy upowszechnianie opinii.",intention
642,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zniechęcanie do zakupów; zachęcanie do marki,zakup odzieży,[],zakup odzieży,zniechęcanie do zakupów; zachęcanie do marki,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z zniechęceniem i zachęceniem do bardziej konkretnych działań związanych z zakupem. Stracił fokus na głębsze intencje.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na konkretnym działaniu (zakup), ale nie uwzględnia szerszych intencji, takich jak zniechęcanie do innych opcji czy promowanie marki. Brakuje zrozumienia psychologicznych aspektów wpływu.",intention
